Destination,Prefix,First Increment,Second Increment,Rate
AUSTRALIA - MOBILE - VODAFONE,61406,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61414,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61451,30,6,0.1319
AUSTRALIA - MOBILE - VODAFONE,614204,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61415,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61410,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61416,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61450,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61449,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61424,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,614208,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,614207,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61404,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,614206,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,614202,30,6,0.1290
AUSTRALIA - MOBILE - VODAFONE,61405,30,6,0.1290
AUSTRALIA - PAGER,6117,30,6,0.1319
AUSTRALIA - PAGER,6114,30,6,0.1319
AUSTRALIA - PAGER,6119,30,6,0.1319
AUSTRALIA - PAGER,6116,30,6,0.1319
AUSTRALIA - PAGER,6118,30,6,0.1319
AUSTRALIA - PAGER,6115,30,6,0.1319
AUSTRALIA - PAGER,614,30,6,0.1319
AUSTRALIA - PERSONAL,615,30,6,0.0244
AUSTRALIA - PERTH,6186,30,6,0.0150
AUSTRALIA - PERTH,61892,30,6,0.0150
AUSTRALIA - PERTH,61893,30,6,0.0150
AUSTRALIA - PERTH,61894,30,6,0.0150
AUSTRALIA - PREMIUM,611902,30,6,0.1319
AUSTRALIA - PREMIUM,611906,30,6,0.1319
AUSTRALIA - PREMIUM,611300,30,6,0.0244
AUSTRALIA - PREMIUM,611900,30,6,0.1319
AUSTRALIA - PREMIUM,611901,30,6,0.1319
AUSTRALIA - PROPER,61,30,6,0.0244
AUSTRALIA - SATELLITE,61142,30,6,0.1319
AUSTRALIA - SATELLITE,61147,30,6,0.1319
AUSTRALIA - SATELLITE,61145,30,6,0.1319
AUSTRALIA - SATELLITE,61143,30,6,0.1319
AUSTRALIA - SATELLITE,6142010,30,6,0.1319
AUSTRALIA - SATELLITE,61141,30,6,0.1319
AUSTRALIA - SYDNEY,6128,30,6,0.0150
AUSTRALIA - SYDNEY,6129,30,6,0.0150
AUSTRIA - FREEPHONE,43802,30,6,0.0221
AUSTRIA - FREEPHONE,43800,30,6,0.0221
AUSTRIA - FREEPHONE,43803,30,6,0.0221
AUSTRIA - FREEPHONE,43801,30,6,0.0221
AUSTRIA - FREEPHONE,43804,30,6,0.0221
AUSTRIA - LINZ,4370,30,6,0.0221
AUSTRIA - MOBILE - 3G MOBILE,43680,30,6,0.1975
AUSTRIA - MOBILE - HUTCHISON 3G,43660,30,6,0.2023
AUSTRIA - MOBILE - MOBILKOM,43664,30,6,0.1442
AUSTRIA - MOBILE - ONE,436995,30,6,0.1854
AUSTRIA - MOBILE - ONE,43699,30,6,0.1854
AUSTRIA - MOBILE - ONE,436996,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369984,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369983,30,6,0.1854
AUSTRIA - MOBILE - ONE,436997,30,6,0.1854
AUSTRIA - MOBILE - ONE,436999,30,6,0.1854
AUSTRIA - MOBILE - ONE,436994,30,6,0.1854
AUSTRIA - MOBILE - ONE,436990,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369987,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369981,30,6,0.1854
AUSTRIA - MOBILE - ONE,436992,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369985,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369980,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369986,30,6,0.1854
AUSTRIA - MOBILE - ONE,4369982,30,6,0.1854
AUSTRIA - MOBILE - ONE,436991,30,6,0.1854
AUSTRIA - MOBILE - ONE,436993,30,6,0.1854
AUSTRIA - MOBILE - TELE2,4369989,30,6,0.1854
AUSTRIA - MOBILE - TELE2,43688,30,6,0.1975
AUSTRIA - MOBILE - TELE2,4369988,30,6,0.1854
AUSTRIA - MOBILE - TELERING,43650,30,6,0.1746
AUSTRIA - MOBILE - TMOBILE,43676,30,6,0.1762
AUSTRIA - MOBILE - YESSS,4368181,30,6,0.1975
AUSTRIA - MOBILE - YESSS,4368111,30,6,0.1975
AUSTRIA - MOBILE - YESSS,4368110,30,6,0.1975
AUSTRIA - MOBILE - YESSS,4368182,30,6,0.1975
AUSTRIA - PERSONAL,43720,30,6,0.1975
AUSTRIA - PERSONAL,43710,30,6,0.0234
AUSTRIA - PERSONAL,43730,30,6,0.1975
AUSTRIA - PERSONAL,43740,30,6,0.1975
AUSTRIA - PREMIUM,43810,30,6,0.1975
AUSTRIA - PREMIUM,43450,30,6,0.1975
AUSTRIA - PREMIUM,43665,30,6,0.1975
AUSTRIA - PREMIUM,4368,30,6,0.1975
AUSTRIA - PREMIUM,43456,30,6,0.1975
AUSTRIA - PREMIUM,43667,30,6,0.1975
AUSTRIA - PREMIUM,43669,30,6,0.1975
AUSTRIA - PREMIUM,43454,30,6,0.1975
AUSTRIA - PREMIUM,43666,30,6,0.1975
AUSTRIA - PREMIUM,43718,30,6,0.1975
AUSTRIA - PREMIUM,4390,30,6,0.1130
AUSTRIA - PREMIUM,43678,30,6,0.1975
AUSTRIA - PREMIUM,43668,30,6,0.1975
AUSTRIA - PREMIUM,43780,30,6,0.1975
AUSTRIA - PREMIUM,4392,30,6,0.1130
AUSTRIA - PREMIUM,43711,30,6,0.1975
AUSTRIA - PREMIUM,43457,30,6,0.1975
AUSTRIA - PREMIUM,43820,30,6,0.1975
AUSTRIA - PREMIUM,43714,30,6,0.1975
AUSTRIA - PREMIUM,43717,30,6,0.1975
AUSTRIA - PREMIUM,43663,30,6,0.1975
AUSTRIA - PREMIUM,43661,30,6,0.1975
AUSTRIA - PREMIUM,4393,30,6,0.1130
AUSTRIA - PREMIUM,43738,30,6,0.1975
AUSTRIA - PREMIUM,43713,30,6,0.1975
AUSTRIA - PREMIUM,43459,30,6,0.1975
AUSTRIA - PREMIUM,43821,30,6,0.1130
AUSTRIA - PREMIUM,43451,30,6,0.1975
AUSTRIA - PREMIUM,4391,30,6,0.1130
AUSTRIA - PREMIUM,43458,30,6,0.1975
AUSTRIA - PROPER,43,30,6,0.0221
AUSTRIA - VIENNA,431,30,6,0.0215
AZERBAIJAN - BAKU,99412,30,6,0.0772
AZERBAIJAN - FREEPHONE,99488,30,6,0.1371
AZERBAIJAN - MOBILE,99440,30,6,0.2367
AZERBAIJAN - MOBILE,99470,30,6,0.2367
AZERBAIJAN - MOBILE,99451,30,6,0.2367
AZERBAIJAN - MOBILE,99455,30,6,0.2367
AZERBAIJAN - MOBILE,99450,30,6,0.2367
AZERBAIJAN - PROPER,994,30,6,0.1481
BAHAMAS - MOBILE,1242427,30,6,0.0382
BAHAMAS - MOBILE,1242557,30,6,0.0382
BAHAMAS - MOBILE,1242457,30,6,0.0382
BAHAMAS - MOBILE,1242359,30,6,0.0382
BAHAMAS - MOBILE,1242477,30,6,0.0382
BAHAMAS - MOBILE,1242357,30,6,0.0382
BAHAMAS - PROPER,1242,30,6,0.0359
BAHRAIN - FREEPHONE,9738,30,6,0.0305
BAHRAIN - MOBILE - BATELCO,97339,30,6,0.0607
BAHRAIN - MOBILE - MTC VODAFONE,97336,30,6,0.0959
BAHRAIN - PAGER,97332,30,6,0.0968
BAHRAIN - PREMIUM,9733,30,6,0.0968
BAHRAIN - PREMIUM,9739,30,6,0.0968
BAHRAIN - PROPER,973,30,6,0.0328
BANGLADESH - CHITTAGONG,88031,30,6,0.0399
BANGLADESH - DHAKA,8802,30,6,0.0525
BANGLADESH - FREEPHONE,880800,30,6,0.0569
BANGLADESH - KHULNA,88041,30,6,0.0569
BANGLADESH - MOBILE,8801,30,6,0.0556
BANGLADESH - MOBILE - GRAMEEN,880173,30,6,0.0485
BANGLADESH - MOBILE - GRAMEEN,880172,30,6,0.0485
BANGLADESH - MOBILE - GRAMEEN,880171,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88018,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88012,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88019,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88016,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88011,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88015,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88010,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88014,30,6,0.0485
BANGLADESH - MOBILE - OTHER CARRIERS,88013,30,6,0.0485
BANGLADESH - PREMIUM,880802,30,6,0.0569
BANGLADESH - PREMIUM,880803,30,6,0.0569
BANGLADESH - PREMIUM,880801,30,6,0.0569
BANGLADESH - PROPER,880,30,6,0.0569
BANGLADESH - SYLET,880821,30,6,0.0450
BARBADOS - MOBILE - DIGICEL,1246258,30,6,0.2557
BARBADOS - MOBILE - DIGICEL,124626,30,6,0.2557
BARBADOS - MOBILE - DIGICEL,1246257,30,6,0.2557
BARBADOS - MOBILE - DIGICEL,1246256,30,6,0.2557
BARBADOS - MOBILE - DIGICEL,1246259,30,6,0.2557
BARBADOS - MOBILE - DIGICEL,124682,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,124683,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246253,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246255,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246254,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246525,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246251,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246522,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246533,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246526,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246448,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246521,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246447,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246523,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246449,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246527,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246534,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,124624,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,124652,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,124645,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246532,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246530,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,124623,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246531,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246446,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246529,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246252,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246250,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246524,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246520,30,6,0.2557
BARBADOS - MOBILE - OTHER CARRIERS,1246528,30,6,0.2557
BARBADOS - PROPER,1246,30,6,0.2639
BELARUS - MINSK,375173,30,6,0.2837
BELARUS - MINSK,375175,30,6,0.2535
BELARUS - MINSK,375172,30,6,0.2535
BELARUS - MOBILE - MTS,375292,30,6,0.2951
BELARUS - MOBILE - MTS,375297,30,6,0.2951
BELARUS - MOBILE - MTS,37533,30,6,0.2951
BELARUS - MOBILE - MTS,375298,30,6,0.2951
BELARUS - MOBILE - MTS,375295,30,6,0.2951
BELARUS - MOBILE - OTHER CARRIERS,375259,30,6,0.2951
BELARUS - MOBILE - OTHER CARRIERS,375290,30,6,0.2951
BELARUS - MOBILE - OTHER CARRIERS,375294,30,6,0.2951
BELARUS - MOBILE - VELCOM,375296,30,6,0.2951
BELARUS - MOBILE - VELCOM,37529,30,6,0.2951
BELARUS - MOBILE - VELCOM,375291,30,6,0.2951
BELARUS - MOBILE - VELCOM,37544,30,6,0.2951
BELARUS - MOBILE - VELCOM,375299,30,6,0.2951
BELARUS - MOBILE - VELCOM,37525,30,6,0.2951
BELARUS - MOBILE - VELCOM,375293,30,6,0.2951
BELARUS - PROPER,375,30,6,0.2837
BELGIUM - ANTWERP,323,30,6,0.0232
BELGIUM - BRUSSELS,322,30,6,0.0228
BELGIUM - FREEPHONE,32800,30,6,0.0235
BELGIUM - MOBILE - BASE,3248,30,6,0.2842
BELGIUM - MOBILE - MOBISTAR,3249,30,6,0.2399
BELGIUM - MOBILE - PROXIMUS,3247,30,6,0.2189
BELGIUM - PAGER,32452,30,6,0.0215
BELGIUM - PAGER,32459,30,6,0.0215
BELGIUM - PAGER,32453,30,6,0.0215
BELGIUM - PAGER,32458,30,6,0.0215
BELGIUM - PAGER,32454,30,6,0.0215
BELGIUM - PERSONAL,3270,30,6,0.3768
BELGIUM - PREMIUM,3275,30,6,0.0215
BELGIUM - PREMIUM,32446,30,6,0.0215
BELGIUM - PREMIUM,3212,30,6,0.0215
BELGIUM - PREMIUM,3245,30,6,0.0215
BELGIUM - PREMIUM,3218,30,6,0.0215
BELGIUM - PREMIUM,3272,30,6,0.0215
BELGIUM - PREMIUM,3277,30,6,0.0215
BELGIUM - PREMIUM,3288,30,6,0.0215
BELGIUM - PREMIUM,3290,30,6,0.0215
BELGIUM - PREMIUM,3273,30,6,0.0215
BELGIUM - PREMIUM,3217,30,6,0.0215
BELGIUM - PREMIUM,3298,30,6,0.0215
BELGIUM - PROPER,32,30,6,0.0235
BELIZE - BELIZE CITY,5012,30,6,0.2416
BELIZE - MOBILE,5016,30,6,0.2928
BELIZE - PAGER,501617,30,6,0.2928
BELIZE - PROPER,501,30,6,0.2416
BENIN - MOBILE,22985,30,6,0.2793
BENIN - MOBILE,22998,30,6,0.2793
BENIN - MOBILE,22993,30,6,0.2793
BENIN - MOBILE,22990,30,6,0.2793
BENIN - MOBILE,22987,30,6,0.2793
BENIN - MOBILE,22996,30,6,0.2793
BENIN - MOBILE,22979,30,6,0.2793
BENIN - MOBILE,22969,30,6,0.2793
BENIN - MOBILE,22964,30,6,0.2793
BENIN - MOBILE,22986,30,6,0.2793
BENIN - MOBILE,22928,30,6,0.2793
BENIN - MOBILE,22948,30,6,0.2793
BENIN - MOBILE,22991,30,6,0.2793
BENIN - MOBILE,22995,30,6,0.2793
BENIN - MOBILE,22968,30,6,0.2793
BENIN - MOBILE,22947,30,6,0.2793
BENIN - MOBILE,22944,30,6,0.2793
BENIN - MOBILE,22940,30,6,0.2793
BENIN - MOBILE,22988,30,6,0.2793
BENIN - MOBILE,22994,30,6,0.2793
BENIN - MOBILE,2290,30,6,0.2793
BENIN - MOBILE,22939,30,6,0.2793
BENIN - MOBILE,22920,30,6,0.2793
BENIN - MOBILE,22960,30,6,0.2793
BENIN - MOBILE,22945,30,6,0.2793
BENIN - MOBILE,22992,30,6,0.2793
BENIN - MOBILE,22989,30,6,0.2793
BENIN - MOBILE,22942,30,6,0.2793
BENIN - MOBILE - MTN,22997,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299764,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299744,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299747,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299788,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299772,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299001,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299374,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299708,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299314,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299370,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299066,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299787,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299777,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299797,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299002,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299399,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299748,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299768,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299798,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299769,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299709,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299760,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299093,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299003,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299320,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299758,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299091,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299713,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299323,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299707,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299090,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299092,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299776,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299094,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299004,30,6,0.2793
BENIN - MOBILE - OTHER CARRIERS,2299757,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299789,30,6,0.2696
BENIN - MOBILE - OTHER CARRIERS,2299726,30,6,0.2696
BENIN - MOBILE - TELECEL,2299585,30,6,0.2793
BENIN - MOBILE - TELECEL,2299595,30,6,0.2793
BENIN - MOBILE - TELECEL,2299515,30,6,0.2793
BENIN - MOBILE - TELECEL,2299579,30,6,0.2793
BENIN - MOBILE - TELECEL,2299556,30,6,0.2793
BENIN - MOBILE - TELECEL,2299571,30,6,0.2793
BENIN - MOBILE - TELECEL,2299545,30,6,0.2793
BENIN - MOBILE - TELECEL,2299581,30,6,0.2793
BENIN - MOBILE - TELECEL,2299505,30,6,0.2793
BENIN - MOBILE - TELECEL,2299542,30,6,0.2793
BENIN - MOBILE - TELECEL,2299540,30,6,0.2793
BENIN - MOBILE - TELECEL,2299506,30,6,0.2793
BENIN - MOBILE - TELECEL,2299584,30,6,0.2793
BENIN - MOBILE - TELECEL,2299586,30,6,0.2793
BENIN - MOBILE - TELECEL,2299528,30,6,0.2793
BENIN - MOBILE - TELECEL,2299596,30,6,0.2793
BENIN - PROPER,229,30,6,0.2392
BERMUDA - MOBILE,144151,30,6,0.0544
BERMUDA - MOBILE,14417,30,6,0.0544
BERMUDA - MOBILE,144159,30,6,0.0544
BERMUDA - MOBILE,144152,30,6,0.0544
BERMUDA - MOBILE,14413,30,6,0.0544
BERMUDA - MOBILE,144153,30,6,0.0544
BERMUDA - MOBILE,144150,30,6,0.0544
BERMUDA - PROPER,1441,30,6,0.0544
BHUTAN - MOBILE,97595,30,6,0.1717
BHUTAN - MOBILE,97599,30,6,0.1717
BHUTAN - MOBILE,97596,30,6,0.1717
BHUTAN - MOBILE,97594,30,6,0.1717
BHUTAN - MOBILE,97598,30,6,0.1717
BHUTAN - MOBILE,97593,30,6,0.1717
BHUTAN - MOBILE,97517,30,6,0.1717
BHUTAN - MOBILE,97597,30,6,0.1717
BHUTAN - PROPER,975,30,6,0.1681
BOLIVIA - COCHABAMBA,5914452,30,6,0.0625
BOLIVIA - COCHABAMBA,59144,30,6,0.1517
BOLIVIA - COCHABAMBA,5914456,30,6,0.0625
BOLIVIA - COCHABAMBA,59144130,30,6,0.0625
BOLIVIA - COCHABAMBA,5914466,30,6,0.0625
BOLIVIA - COCHABAMBA,59144640,30,6,0.0625
BOLIVIA - COCHABAMBA,5914418,30,6,0.0625
BOLIVIA - COCHABAMBA,59144625,30,6,0.0625
BOLIVIA - COCHABAMBA,5914468,30,6,0.0625
BOLIVIA - COCHABAMBA,5914469,30,6,0.0625
BOLIVIA - COCHABAMBA,59144643,30,6,0.0625
BOLIVIA - COCHABAMBA,5914412,30,6,0.0625
BOLIVIA - COCHABAMBA,59144647,30,6,0.0625
BOLIVIA - COCHABAMBA,591448,30,6,0.0625
BOLIVIA - COCHABAMBA,5914432,30,6,0.0625
BOLIVIA - COCHABAMBA,591447,30,6,0.0625
BOLIVIA - COCHABAMBA,5914467,30,6,0.0625
BOLIVIA - COCHABAMBA,5914455,30,6,0.0625
BOLIVIA - COCHABAMBA,5914463,30,6,0.0625
BOLIVIA - COCHABAMBA,5914453,30,6,0.0625
BOLIVIA - COCHABAMBA,5914461,30,6,0.0625
BOLIVIA - COCHABAMBA,5914450,30,6,0.0625
BOLIVIA - COCHABAMBA,5914458,30,6,0.0625
BOLIVIA - COCHABAMBA,5914433,30,6,0.0625
BOLIVIA - COCHABAMBA,59144621,30,6,0.0625
BOLIVIA - COCHABAMBA,5914417,30,6,0.0625
BOLIVIA - COCHABAMBA,5914415,30,6,0.0625
BOLIVIA - COCHABAMBA,59144131,30,6,0.0625
BOLIVIA - COCHABAMBA,5914439,30,6,0.0625
BOLIVIA - COCHABAMBA,5914451,30,6,0.0625
BOLIVIA - COCHABAMBA,5914414,30,6,0.0625
BOLIVIA - COCHABAMBA,5914416,30,6,0.0625
BOLIVIA - COCHABAMBA,5914436,30,6,0.0625
BOLIVIA - COCHABAMBA,591442,30,6,0.0625
BOLIVIA - COCHABAMBA,59144624,30,6,0.0625
BOLIVIA - COCHABAMBA,59144620,30,6,0.0625
BOLIVIA - COCHABAMBA,59144649,30,6,0.0625
BOLIVIA - COCHABAMBA,59144132,30,6,0.0625
BOLIVIA - COCHABAMBA,5914454,30,6,0.0625
BOLIVIA - COCHABAMBA,5914460,30,6,0.0625
BOLIVIA - COCHABAMBA,59144641,30,6,0.0625
BOLIVIA - COCHABAMBA,59144642,30,6,0.0625
BOLIVIA - COCHABAMBA,5914495,30,6,0.0625
BOLIVIA - COCHABAMBA,5914431,30,6,0.0625
BOLIVIA - COCHABAMBA,5914430,30,6,0.0625
BOLIVIA - COCHABAMBA,5914465,30,6,0.0625
BOLIVIA - COCHABAMBA,59144626,30,6,0.0625
BOLIVIA - COCHABAMBA,5914411,30,6,0.0625
BOLIVIA - COCHABAMBA,5914459,30,6,0.0625
BOLIVIA - COCHABAMBA,5914437,30,6,0.0625
BOLIVIA - COCHABAMBA,5914435,30,6,0.0625
BOLIVIA - COCHABAMBA,59144623,30,6,0.0625
BOLIVIA - COCHABAMBA,59144644,30,6,0.0625
BOLIVIA - COCHABAMBA,5914419,30,6,0.0625
BOLIVIA - COCHABAMBA,59144622,30,6,0.0625
BOLIVIA - COCHABAMBA,5914410,30,6,0.0625
BOLIVIA - COCHABAMBA,591444,30,6,0.0625
BOLIVIA - LA PAZ,5912254,30,6,0.0782
BOLIVIA - LA PAZ,5912211,30,6,0.0782
BOLIVIA - LA PAZ,59122130,30,6,0.0782
BOLIVIA - LA PAZ,591222,30,6,0.0782
BOLIVIA - LA PAZ,5912288,30,6,0.0782
BOLIVIA - LA PAZ,5912215,30,6,0.0782
BOLIVIA - LA PAZ,59122599,30,6,0.0782
BOLIVIA - LA PAZ,59122131,30,6,0.0782
BOLIVIA - LA PAZ,59122591,30,6,0.0782
BOLIVIA - LA PAZ,59122593,30,6,0.0782
BOLIVIA - LA PAZ,5912219,30,6,0.0782
BOLIVIA - LA PAZ,5912280,30,6,0.0782
BOLIVIA - LA PAZ,5912283,30,6,0.0782
BOLIVIA - LA PAZ,59122132,30,6,0.0782
BOLIVIA - LA PAZ,5912281,30,6,0.0782
BOLIVIA - LA PAZ,59122893,30,6,0.0782
BOLIVIA - LA PAZ,5912282,30,6,0.0782
BOLIVIA - LA PAZ,5912212,30,6,0.0782
BOLIVIA - LA PAZ,5912252,30,6,0.0782
BOLIVIA - LA PAZ,5912210,30,6,0.0782
BOLIVIA - LA PAZ,59122597,30,6,0.0782
BOLIVIA - LA PAZ,5912286,30,6,0.0782
BOLIVIA - LA PAZ,5912285,30,6,0.0782
BOLIVIA - LA PAZ,59122891,30,6,0.0782
BOLIVIA - LA PAZ,59128211,30,6,0.1036
BOLIVIA - LA PAZ,59122592,30,6,0.0782
BOLIVIA - LA PAZ,59122596,30,6,0.0782
BOLIVIA - LA PAZ,591224,30,6,0.0782
BOLIVIA - LA PAZ,5912284,30,6,0.0782
BOLIVIA - LA PAZ,5912256,30,6,0.0782
BOLIVIA - LA PAZ,591226,30,6,0.0782
BOLIVIA - LA PAZ,5912258,30,6,0.0782
BOLIVIA - LA PAZ,5912250,30,6,0.0782
BOLIVIA - LA PAZ,5912216,30,6,0.0782
BOLIVIA - LA PAZ,5912287,30,6,0.0782
BOLIVIA - LA PAZ,59128212,30,6,0.1036
BOLIVIA - LA PAZ,591227,30,6,0.0782
BOLIVIA - LA PAZ,591223,30,6,0.0782
BOLIVIA - LA PAZ,59122590,30,6,0.0782
BOLIVIA - LA PAZ,59122892,30,6,0.0782
BOLIVIA - LA PAZ,5912214,30,6,0.0782
BOLIVIA - LA PAZ,5912217,30,6,0.0782
BOLIVIA - LA PAZ,59122894,30,6,0.0782
BOLIVIA - LA PAZ,59122890,30,6,0.0782
BOLIVIA - LA PAZ,5912218,30,6,0.0782
BOLIVIA - LA PAZ,59122595,30,6,0.0782
BOLIVIA - LA PAZ,5912251,30,6,0.0782
BOLIVIA - LA PAZ,5912257,30,6,0.0782
BOLIVIA - LA PAZ,59122594,30,6,0.0782
BOLIVIA - LA PAZ,591229,30,6,0.0782
BOLIVIA - LA PAZ,5912253,30,6,0.0782
BOLIVIA - LA PAZ,5912255,30,6,0.0782
BOLIVIA - LAPAZ,59122,30,6,0.1517
BOLIVIA - MOBILE,59115,30,6,0.1595
BOLIVIA - MOBILE,59112,30,6,0.1595
BOLIVIA - MOBILE,5917,30,6,0.1595
BOLIVIA - MOBILE - ENTEL,59171,30,6,0.1595
BOLIVIA - MOBILE - ENTEL,59172,30,6,0.1595
BOLIVIA - MOBILE - ENTEL,59174,30,6,0.1595
BOLIVIA - MOBILE - ENTEL,59173,30,6,0.1595
BOLIVIA - MOBILE - NUEVATEL,59170,30,6,0.1595
BOLIVIA - MOBILE - NUEVATEL,59179,30,6,0.1595
BOLIVIA - MOBILE - TELECEL,59177,30,6,0.1595
BOLIVIA - MOBILE - TELECEL,59176,30,6,0.1595
BOLIVIA - PREMIUM,5919,30,6,0.1036
BOLIVIA - PROPER,591,30,6,0.1517
BOLIVIA - SACRUZ,59133,30,6,0.1517
BOLIVIA - SANTA CRUZ,591338403,30,6,0.0782
BOLIVIA - SANTA CRUZ,59139370,30,6,0.1036
BOLIVIA - SANTA CRUZ,591338223,30,6,0.0782
BOLIVIA - SANTA CRUZ,59139322,30,6,0.1036
BOLIVIA - SANTA CRUZ,59139319,30,6,0.1036
BOLIVIA - SANTA CRUZ,5913923,30,6,0.1036
